customer_id,trans_date,tran_amount,response
CS3289,2014-06-24,55,0
CS1303,2013-11-11,94,1
CS1689,2013-08-10,96,1
CS2847,2012-01-03,35,0
CS5095,2015-01-27,61,0
CS4674,2011-08-31,97,0
CS5550,2012-12-06,46,0
CS1261,2013-04-05,83,0
CS3034,2012-04-24,81,0
CS5278,2011-10-07,86,0
CS2524,2014-10-13,55,0
CS6013,2014-05-15,86,0
CS4973,2013-12-10,55,1
CS5621,2011-07-18,97,1
CS1604,2013-11-28,38,0
CS5243,2014-08-23,84,0
CS3845,2012-08-21,90,0
CS4955,2012-07-21,102,0
CS2880,2013-04-29,91,0
CS5900,2013-05-10,101,0
CS4715,2011-10-27,85,0
CS2029,2014-10-20,41,0
CS5738,2014-09-20,100,0
CS4519,2015-01-23,62,0
CS2336,2014-08-27,92,0
CS5645,2014-05-17,83,0
CS1535,2013-09-08,105,0
CS4856,2013-01-02,78,0
CS5248,2012-11-12,77,0
CS5092,2013-04-19,60,0
CS3985,2014-08-03,51,0
CS2341,2012-12-11,83,1
CS3925,2013-05-31,65,0
CS3770,2014-08-19,74,0
CS3404,2013-06-06,41,0
CS4637,2014-02-13,42,1
CS2674,2013-04-17,102,0
CS5369,2012-02-20,59,0
CS2872,2012-08-17,96,0
CS1292,2012-12-03,47,0
CS1963,2013-04-20,51,0
CS3383,2015-02-01,96,0
CS5639,2011-12-20,54,0
CS2791,2012-10-02,39,0
CS2541,2013-05-29,65,1
CS1441,2013-03-03,39,0
CS2112,2013-01-13,48,0
CS1796,2012-10-05,66,0
CS1967,2015-02-05,96,0
CS2037,2012-10-05,51,0
CS5000,2014-02-27,80,0
CS4582,2012-08-31,61,1
CS3141,2012-05-06,96,0
CS1488,2013-03-23,67,0
CS1119,2015-03-05,59,0
CS2042,2012-04-08,64,0
CS6044,2011-07-18,88,0
CS2119,2011-07-20,93,0
CS1563,2013-08-04,68,0
CS4139,2012-11-01,51,1
CS5475,2012-03-27,39,0
CS4367,2014-12-09,58,0
CS4905,2014-11-14,60,0
CS1310,2014-08-24,69,1
CS4185,2014-12-06,71,0
CS3581,2011-12-01,40,0
CS2700,2013-01-03,58,1
CS4793,2013-07-07,85,0
CS2656,2014-12-07,63,0
CS5302,2011-10-19,81,0
CS3537,2012-09-03,59,0
CS3254,2011-12-15,35,0
CS1211,2012-03-21,55,0
CS3813,2012-05-25,102,1
CS2305,2012-02-15,63,0
CS4516,2012-03-26,69,0
CS5888,2011-08-11,87,1
CS3944,2013-10-05,98,0
CS4511,2013-09-15,74,0
CS2289,2014-08-21,61,0
CS2303,2013-05-28,42,0
CS3878,2011-10-21,57,0
CS1938,2013-10-14,42,0
CS1786,2014-08-07,90,0
CS5831,2013-03-21,102,0
CS4641,2011-10-21,65,0
CS6111,2013-08-16,77,0
CS3813,2011-05-20,100,1
CS2738,2014-07-09,74,0
CS4038,2012-05-12,77,0
CS5092,2012-06-07,70,0
CS4725,2014-12-30,36,0
CS1773,2012-07-21,71,0
CS4297,2012-08-29,101,1
CS2813,2014-05-03,85,0
CS5890,2014-07-09,87,0
CS1994,2014-03-02,75,0
CS5790,2011-05-31,78,0
CS4625,2012-11-24,79,0
CS1812,2013-06-01,62,0
CS4806,2014-10-30,58,0
CS3405,2013-12-30,58,0
CS3658,2013-08-26,64,1
CS1190,2013-09-13,90,0
CS5409,2014-05-30,54,0
CS1701,2013-03-27,95,0
CS4570,2013-09-22,104,0
CS4714,2011-11-25,40,0
CS3911,2012-03-12,100,0
CS4936,2014-11-01,81,0
CS1130,2013-05-08,35,0
CS4070,2013-07-17,53,0
CS5238,2012-12-07,102,0
CS6085,2012-02-11,48,0
CS2194,2015-02-09,104,0
CS3583,2012-04-25,80,0
CS2847,2012-12-06,41,0
CS2259,2011-10-29,66,1
CS2584,2013-02-12,77,0
CS2694,2014-08-09,44,0
CS5665,2014-07-10,55,0
CS1185,2014-01-12,52,0
CS2933,2012-06-27,93,0
CS4525,2013-11-02,58,1
CS3197,2013-02-18,88,0
CS2452,2012-02-22,41,0
CS1509,2013-07-30,73,0
CS4729,2012-11-24,91,0
CS3500,2014-05-21,94,0
CS2515,2013-09-20,69,1
CS3034,2013-05-19,99,0
CS5699,2013-11-30,53,0
CS4454,2011-11-23,84,0
CS3253,2011-10-24,105,0
CS2894,2012-12-14,59,0
CS6016,2013-11-02,61,0
CS2977,2014-04-03,66,0
CS1584,2014-07-14,90,0
CS3357,2014-11-08,100,0
CS2005,2013-11-16,89,0
CS4874,2011-09-16,53,0
CS2930,2013-06-20,103,0
CS2567,2013-10-28,53,0
CS1149,2014-06-12,57,0
CS5161,2015-01-16,85,1
CS4695,2012-03-13,56,0
CS5237,2014-01-29,84,0
CS2777,2013-12-14,103,0
CS4604,2011-06-30,40,1
CS3455,2011-06-09,42,0
CS5636,2013-12-12,65,0
CS1690,2014-05-08,102,0
CS3399,2012-08-09,104,0
CS2399,2013-12-08,98,0
CS4155,2014-08-12,68,0
CS1794,2012-08-06,80,0
CS5252,2012-06-14,68,0
CS5394,2011-10-10,102,0
CS2441,2013-11-06,42,1
CS1751,2013-10-22,78,0
CS1854,2011-10-17,93,0
CS3593,2013-10-16,45,0
CS3010,2011-08-03,103,0
CS5283,2012-10-21,73,0
CS5253,2011-11-07,52,0
CS2970,2014-07-21,38,0
CS3984,2013-10-29,104,0
CS5408,2011-08-23,37,0
CS5955,2013-04-16,46,0
CS3348,2014-08-22,41,0
CS1698,2014-05-06,97,0
CS2983,2013-06-01,78,0
CS1440,2011-10-17,69,0
CS5460,2011-12-07,82,0
CS5285,2014-09-01,104,0
CS3614,2013-02-10,80,0
CS3066,2012-09-03,84,0
CS3472,2012-02-06,99,0
CS2236,2013-12-17,63,0
CS5190,2012-12-16,57,0
CS5469,2011-05-27,93,0
CS3507,2014-08-10,86,0
CS4757,2011-11-06,78,0
CS4531,2012-03-06,97,0
CS5887,2013-02-01,67,0
CS5757,2013-02-25,66,0
CS5873,2014-09-29,58,1
CS1200,2014-01-29,41,0
CS5588,2014-02-23,54,0
CS4603,2013-07-19,98,1
CS4558,2012-10-05,36,0
CS3065,2013-05-22,66,0
CS1794,2013-12-18,105,0
CS5195,2014-05-03,58,1
CS3441,2012-06-22,84,0
CS4976,2015-02-15,35,0
CS2221,2011-09-22,94,0
CS2756,2013-11-26,37,0
CS5381,2012-11-27,94,0
CS3228,2012-07-08,93,1
CS5234,2012-01-10,96,0
CS2411,2012-12-27,97,0
CS5065,2014-07-04,39,0
CS2548,2012-06-13,86,1
CS1376,2014-05-13,57,0
CS6103,2013-07-25,61,0
CS3554,2012-01-05,60,0
CS6044,2012-02-12,48,0
CS2996,2014-07-24,64,1
CS1694,2012-07-14,49,0
CS2421,2014-10-15,40,0
CS4177,2011-09-30,35,0
CS3135,2012-03-04,97,0
CS1171,2011-07-13,89,0
CS5699,2012-01-10,72,0
CS6045,2013-10-06,105,0
CS3214,2012-02-08,56,0
CS5894,2013-12-12,86,0
CS4999,2011-06-07,97,0
CS5189,2012-09-26,53,1
CS3415,2014-03-21,105,1
CS1237,2012-02-17,56,0
CS2991,2015-03-09,94,0
CS2030,2015-02-16,80,0
CS5467,2013-03-09,49,0
CS3610,2012-03-02,70,0
CS3202,2013-01-31,80,0
CS5319,2014-11-13,89,1
CS2516,2011-06-12,92,0
CS4707,2012-08-13,51,0
CS4500,2012-01-24,78,0
CS1998,2015-01-31,56,0
CS5756,2013-04-21,60,0
CS4158,2014-12-15,82,0
CS2575,2012-09-10,65,1
CS4196,2011-10-03,58,0
CS5967,2014-05-21,70,0
CS4888,2011-05-20,95,0
CS1789,2011-08-20,51,0
CS2049,2012-04-14,85,0
CS5342,2014-07-18,97,0
CS3165,2014-11-02,54,0
CS4293,2012-08-27,59,0
CS4940,2014-01-01,97,0
CS4711,2011-12-08,36,0
CS4755,2013-01-06,46,1
CS4907,2013-01-15,39,0
CS4309,2013-10-09,63,0
CS1403,2013-10-11,41,1
CS5514,2013-09-20,38,1
CS1281,2012-12-08,67,0
CS1551,2013-10-24,40,0
CS1269,2013-07-03,77,0
CS3141,2014-01-07,105,0
CS4774,2014-05-20,48,0
CS1145,2012-02-15,43,1
CS5364,2012-01-20,84,0
CS1438,2012-09-17,99,0
CS4308,2014-04-05,36,0
CS3278,2013-01-05,88,0
CS5021,2012-07-19,57,0
CS4619,2013-05-23,46,0
CS1919,2012-03-15,37,1
CS5874,2012-09-30,41,0
CS5862,2014-08-04,48,0
CS1917,2013-01-19,78,0
CS6018,2012-08-31,39,0
CS1378,2015-02-19,40,0
CS5059,2011-07-15,96,0
CS5573,2011-05-16,93,1
CS2505,2014-08-12,105,0
CS6028,2013-12-13,99,0
CS2961,2014-03-29,93,0
CS3063,2014-07-22,38,0
CS5639,2012-11-14,75,0
CS1280,2011-12-21,98,0
CS3569,2012-04-06,66,0
CS3827,2013-05-15,102,0
CS1873,2014-03-18,98,0
CS4605,2012-02-07,103,0
CS1402,2015-01-26,95,0
CS1723,2012-07-26,48,0
CS5493,2015-03-04,51,0
CS2166,2011-06-10,62,0
CS1223,2011-06-29,88,0
CS4125,2014-03-16,37,0
CS3199,2012-01-31,77,0
CS1666,2011-07-23,98,0
CS1328,2013-09-15,50,0
CS1185,2013-09-12,51,0
CS2373,2011-06-22,96,0
CS1709,2013-05-21,82,1
CS5623,2014-06-23,61,0
CS1658,2014-03-14,86,0
CS4712,2012-05-11,83,0
CS5079,2014-08-05,41,0
CS2421,2014-04-03,69,0
CS4787,2013-11-26,80,0
CS2710,2013-08-26,46,0
CS5532,2014-12-15,85,0
CS5908,2012-02-29,75,0
CS6010,2013-08-13,86,0
CS2852,2014-10-14,72,0
CS2191,2013-05-18,50,0
CS2989,2012-11-12,42,0
CS1533,2013-10-08,68,0
CS2911,2011-12-05,52,0
CS5630,2014-01-30,41,1
CS5203,2012-01-21,46,0
CS1952,2013-09-09,104,0
CS2363,2011-11-18,49,0
CS4411,2012-02-20,100,1
CS4765,2012-06-20,85,0
CS4751,2015-03-13,44,0
CS3025,2014-12-28,99,1
CS3439,2012-09-29,50,1
CS4573,2012-08-10,93,0
CS3870,2013-04-06,54,0
CS4897,2012-07-28,43,1
CS2301,2012-07-15,81,0
CS1616,2015-03-06,57,0
CS5561,2014-09-04,50,0
CS3548,2014-08-09,76,0
CS4088,2014-01-14,41,0
CS5031,2011-05-29,35,0
CS2856,2011-05-29,79,0
CS3442,2015-01-07,38,0
CS3025,2014-01-10,83,1
CS2460,2012-08-03,70,0
CS5846,2011-12-01,81,0
CS2937,2013-09-12,60,0
CS2865,2013-09-27,55,0
CS3795,2011-08-14,49,0
CS1305,2014-10-11,51,0
CS5326,2014-05-17,61,1
CS4686,2012-02-20,92,0
CS5645,2015-03-05,93,0
CS3493,2012-05-26,73,0
CS4780,2011-09-06,61,0
CS4243,2011-09-10,92,0
CS1134,2012-04-02,87,0
CS4470,2012-05-04,53,1
CS1749,2013-06-11,85,0
CS4123,2011-05-30,56,0
CS4834,2012-10-23,71,0
CS4746,2014-12-19,95,1
CS2378,2014-04-02,37,0
CS4143,2011-08-22,98,0
CS1991,2013-02-22,44,0
CS3643,2012-05-08,71,0
CS1284,2012-08-31,82,0
CS4732,2011-10-09,53,0
CS3466,2013-10-24,40,0
CS1369,2011-08-26,53,0
CS4647,2014-09-11,87,0
CS2686,2012-10-22,54,0
CS4541,2012-03-29,58,0
CS2429,2012-02-08,58,0
CS3344,2014-02-04,35,0
CS5840,2014-10-15,50,0
CS1801,2011-09-15,71,0
CS4600,2012-01-31,61,0
CS3431,2014-02-09,52,0
CS3516,2013-03-30,88,0
CS3709,2015-01-19,69,0
CS4285,2014-02-18,63,0
CS5193,2012-06-04,61,0
CS4389,2014-01-22,69,1
CS2955,2013-02-11,83,0
CS2632,2011-08-09,67,0
CS2445,2013-03-15,44,0
CS4549,2014-02-16,98,1
CS5227,2012-11-13,51,0
CS4213,2011-10-10,40,0
CS4215,2014-08-08,96,0
CS5082,2014-02-23,69,0
CS4207,2011-11-10,86,0
CS2652,2014-06-03,92,1
CS4501,2012-05-28,93,0
CS1295,2012-04-07,67,0
CS4596,2013-08-22,39,0
CS1634,2015-03-02,38,0
CS3871,2013-01-28,46,0
CS1615,2014-07-03,91,1
CS4310,2011-11-22,104,0
CS1419,2014-06-08,42,0
CS5084,2011-09-28,97,0
CS1902,2013-08-08,92,0
CS2657,2014-03-11,91,0
CS2047,2014-08-24,104,0
CS5332,2014-03-25,38,1
CS4977,2013-07-25,82,0
CS1490,2012-09-28,99,0
CS1725,2013-06-20,73,0
CS4625,2012-08-12,93,0
CS1557,2012-06-05,49,0
CS2794,2013-06-17,101,0
CS4006,2011-12-13,47,0
CS5297,2012-02-13,41,0
CS1597,2014-06-27,63,0
CS6056,2013-04-09,65,0
CS2653,2013-01-30,50,1
CS2487,2013-05-15,54,0
CS4396,2013-01-06,97,0
CS5800,2011-08-21,78,0
CS4075,2013-05-15,95,0
CS3930,2013-11-15,94,0
CS4005,2015-02-07,39,0
CS2737,2011-06-03,91,0
CS4937,2012-10-07,101,0
CS5126,2013-12-02,92,0
CS5394,2013-05-02,48,0
CS1614,2012-01-16,95,0
CS1435,2013-05-21,53,0
CS3312,2011-05-19,45,0
CS5375,2011-07-09,58,1
CS6014,2013-08-07,63,0
CS2371,2011-11-01,42,0
CS5557,2012-11-28,79,0
CS3355,2011-06-09,58,0
CS3073,2013-07-20,65,0
CS3289,2012-03-25,44,0
CS4849,2011-08-30,46,0
CS2082,2013-06-12,80,0
CS4856,2013-01-11,84,0
CS5099,2013-04-27,105,0
CS2439,2014-04-09,89,0
CS3690,2014-02-27,86,0
CS1418,2013-03-03,84,0
CS3758,2012-07-31,77,0
CS4901,2014-11-24,95,0
CS5349,2012-11-07,94,0
CS2781,2012-10-17,64,0
CS1670,2013-03-14,76,0
CS2819,2014-06-15,63,0
CS3648,2015-03-13,61,0
CS6094,2012-07-20,81,0
CS5780,2014-11-01,41,1
CS1633,2011-12-25,89,0
CS4554,2015-03-03,35,0
CS3711,2013-11-15,65,0
CS5386,2012-04-29,57,1
CS4286,2011-07-07,62,0
CS1877,2013-01-22,39,0
CS4095,2014-02-28,45,0
CS2001,2013-08-13,41,0
CS3164,2012-12-08,85,0
CS4739,2011-09-04,81,1
CS5136,2014-12-01,85,0
CS1166,2014-02-19,84,0
CS5404,2014-03-04,86,1
CS4296,2013-04-29,62,0
CS5967,2013-03-28,103,0
CS3799,2014-01-08,68,0
CS4235,2011-08-09,37,0
CS2873,2012-10-13,69,0
CS3543,2015-02-01,85,0
CS3005,2014-06-29,90,1
CS6057,2015-01-11,35,0
CS5826,2012-08-17,87,0
CS4714,2013-07-21,75,0
CS4704,2013-10-10,90,0
CS1911,2012-10-01,39,0
CS5717,2013-01-31,88,1
CS2731,2013-05-29,40,0
CS1887,2013-03-27,50,0
CS2277,2012-08-31,94,0
CS5170,2013-12-24,100,0
CS2145,2013-12-07,71,0
CS2791,2011-10-15,92,0
CS3387,2012-10-11,97,0
CS5756,2012-06-28,60,0
CS5921,2014-06-21,56,0
CS4942,2012-03-20,105,1
CS4963,2014-02-28,53,0
CS3823,2013-03-13,64,0
CS2899,2014-03-25,97,1
CS2336,2013-11-29,92,0
CS2345,2011-07-27,56,0
CS1594,2015-02-21,75,0
CS6039,2013-07-24,52,0
CS2765,2013-06-08,62,0
CS5928,2014-08-20,49,0
CS5615,2013-10-06,66,0
CS3999,2012-07-11,73,1
CS1719,2012-04-29,64,0
CS2739,2014-12-02,95,0
CS4608,2011-12-03,51,0
CS1694,2014-08-02,39,0
CS4632,2012-07-25,105,0
CS3769,2013-05-05,38,0
CS3750,2015-02-16,78,1
CS5988,2014-05-14,64,0
CS5277,2014-11-23,42,1
CS3821,2011-11-11,50,0
CS3549,2013-09-21,85,0
CS2742,2014-09-11,53,0
CS2315,2011-07-16,44,0
CS5410,2012-12-20,98,0
CS2384,2012-08-25,41,0
CS4525,2014-06-23,105,1
CS5739,2014-08-01,88,0
CS4569,2012-01-24,92,0
CS4072,2012-09-18,101,0
CS2745,2011-11-30,63,0
CS4065,2015-01-16,104,0
CS3813,2013-01-27,55,1
CS2490,2015-01-30,85,0
CS1499,2013-09-02,97,0
CS3589,2014-05-28,76,0
CS4134,2014-03-20,49,0
CS5702,2013-07-11,95,0
CS5146,2014-01-12,37,0
CS4217,2011-06-15,42,0
CS2507,2014-07-05,44,0
CS5177,2013-12-07,49,0
CS6027,2014-12-15,103,0
CS4336,2014-03-20,100,0
CS2634,2013-11-11,97,0
CS4983,2013-08-18,56,0
CS1768,2012-09-18,99,1
CS2866,2014-02-08,44,0
CS3598,2013-09-14,58,0
CS4838,2013-02-03,71,0
CS4775,2012-01-03,105,0
CS5409,2011-09-07,36,0
CS2818,2013-09-15,51,0
CS5967,2014-11-21,102,0
CS1622,2014-10-24,105,1
CS2740,2011-10-30,55,0
CS3319,2013-03-30,73,0
CS5867,2012-02-12,56,0
CS2948,2012-10-07,59,0
CS2117,2013-07-04,76,0
CS1554,2013-07-01,78,0
CS2429,2014-03-30,65,0
CS2008,2014-12-02,44,1
CS5701,2013-05-05,78,0
CS3125,2014-06-27,86,0
CS1644,2014-05-25,88,0
CS3971,2012-04-07,42,0
CS4453,2012-12-03,41,0
CS1465,2012-03-17,93,0
CS1837,2013-10-07,89,0
CS3760,2013-12-01,62,0
CS4575,2012-05-22,86,0
CS3744,2015-03-12,78,1
CS5591,2014-04-04,68,0
CS4259,2013-03-21,102,0
CS1775,2015-01-22,85,0
CS1460,2011-09-28,98,0
CS5098,2012-11-19,59,0
CS3242,2013-09-23,71,0
CS2538,2012-05-27,91,0
CS1543,2014-02-14,103,0
CS4761,2014-07-09,62,0
CS3520,2014-07-17,95,0
CS5821,2013-06-09,72,0
CS2113,2014-05-10,73,1
CS2904,2012-09-04,85,0
CS5750,2013-06-19,54,0
CS5851,2012-03-26,67,0
CS2697,2013-08-14,69,0
CS3185,2012-04-08,57,0
CS5437,2014-09-08,87,0
CS1888,2011-09-08,40,0
CS2622,2014-07-15,53,0
CS1811,2014-08-24,104,0
CS5659,2013-01-09,83,0
CS3655,2011-10-03,43,1
CS3238,2013-06-02,96,0
CS1216,2014-10-13,75,0
CS5568,2013-11-29,68,0
CS4600,2014-12-03,43,0
CS2574,2013-10-14,105,0
CS4067,2013-08-16,88,0
CS1485,2013-12-12,101,0
CS2078,2013-07-26,103,0
CS5823,2014-08-15,103,0
CS1470,2014-06-17,91,0
CS4815,2014-10-19,74,0
CS2984,2014-10-23,40,0
CS4610,2013-10-11,49,0
CS2702,2013-05-26,42,0
CS6073,2013-06-26,99,0
CS5292,2013-03-28,93,1
CS2614,2014-01-18,94,0
CS3609,2012-10-26,54,0
CS2316,2012-07-17,105,0
CS1467,2014-02-21,54,0
CS1680,2012-05-28,38,0
CS5046,2013-11-25,85,1
CS1516,2014-09-03,86,0
CS5365,2013-07-09,43,0
CS1340,2012-08-11,74,0
CS2649,2013-06-08,41,1
CS3109,2014-02-16,38,1
CS4301,2014-07-25,39,0
CS2220,2013-08-13,94,0
CS4458,2014-11-05,94,1
CS2545,2011-10-11,68,0
CS3187,2014-06-11,92,0
CS4766,2013-06-12,54,0
CS5168,2011-05-24,83,0
CS3922,2012-12-08,84,0
CS4954,2011-07-22,83,0
CS3256,2012-03-06,55,1
CS4948,2015-02-09,90,0
CS4145,2013-06-28,56,0
CS5182,2014-09-17,71,0
CS2302,2013-01-23,52,0
CS3604,2012-04-21,54,0
CS2692,2013-03-02,48,0
CS5316,2015-02-19,57,0
CS4996,2012-01-16,81,0
CS1242,2012-12-12,68,0
CS5682,2011-08-06,101,0
CS1521,2012-12-23,88,0
CS5532,2011-11-21,59,0
CS5537,2012-05-18,63,0
CS3480,2013-08-10,41,0
CS5931,2011-06-30,69,0
CS5967,2011-08-04,90,0
CS5623,2011-05-30,40,0
CS5949,2011-08-30,102,0
CS1726,2011-06-26,57,0
CS3536,2012-01-23,93,0
CS3745,2013-03-01,46,0
CS2361,2014-06-29,86,0
CS3378,2013-07-24,47,0
CS4139,2014-05-11,104,1
CS4641,2013-01-24,63,0
CS5787,2013-03-20,100,0
CS2095,2011-08-07,63,0
CS2715,2013-05-07,41,1
CS3507,2014-10-25,68,0
CS4773,2012-06-26,63,0
CS2549,2012-11-28,73,0
CS5142,2014-05-11,98,0
CS2967,2011-07-15,62,0
CS4644,2014-05-24,55,0
CS3349,2014-11-02,72,0
CS4778,2012-11-08,103,0
CS1210,2012-03-03,78,0
CS1766,2011-07-19,49,0
CS3459,2012-01-31,46,0
CS3473,2013-01-20,49,1
CS1846,2011-07-30,63,0
CS2027,2013-04-24,65,0
CS3440,2014-01-03,61,0
CS2771,2013-11-19,89,0
CS1923,2014-12-29,42,1
CS4356,2011-09-16,85,1
CS5406,2012-06-28,104,1
CS4558,2011-09-11,97,0
CS2918,2011-06-08,68,0
CS5775,2012-07-21,95,0
CS5476,2015-02-18,54,0
CS3628,2014-06-25,84,0
CS3572,2013-02-13,74,1
CS1970,2015-02-16,91,0
CS1661,2012-11-15,73,1
CS3890,2014-12-04,70,0
CS2841,2011-10-13,45,0
CS1236,2012-07-26,100,0
CS2900,2014-03-12,83,0
CS4822,2012-12-27,91,0
CS2223,2011-12-30,98,0
CS4441,2014-02-24,38,0
CS2070,2015-02-17,55,0
CS4450,2013-12-17,84,0
CS5347,2012-12-21,65,0
CS2417,2014-10-02,100,0
CS2849,2011-12-04,102,0
CS3581,2012-01-26,96,0
CS2760,2011-05-27,60,0
CS6020,2012-12-22,58,0
CS2162,2013-01-16,102,0
CS1377,2014-02-17,83,0
CS5918,2014-09-27,41,0
CS5278,2013-07-02,75,0
CS3860,2011-05-27,97,0
CS1659,2012-01-18,76,0
CS4627,2014-10-26,39,0
CS5015,2014-08-30,44,0
CS3679,2012-06-04,91,1
CS3824,2012-03-10,86,0
CS1388,2015-02-14,60,0
CS4082,2011-05-30,83,0
CS5186,2013-10-15,80,0
CS6088,2013-09-03,36,0
CS4646,2013-08-31,80,0
CS2780,2014-08-25,51,0
CS3287,2013-07-18,105,0
CS4777,2012-06-29,104,0
CS3106,2012-04-04,77,0
CS3203,2014-05-25,102,0
CS1136,2011-08-12,36,0
CS2916,2012-03-18,41,1
CS1747,2014-12-13,49,0
CS2287,2012-09-30,55,0
CS4207,2012-12-30,41,0
CS1346,2012-03-12,89,0
CS4993,2013-02-25,38,0
CS3085,2013-01-04,40,0
CS3371,2013-07-16,76,0
CS3071,2013-07-17,64,0
CS3244,2014-08-05,97,1
CS3828,2013-10-29,98,0
CS4889,2011-09-07,49,0
CS5283,2013-01-16,73,0
CS3303,2014-05-02,82,0
CS4740,2011-11-08,44,0
CS1615,2013-07-17,103,1
CS2425,2011-08-26,40,0
CS2306,2012-04-15,101,0
CS2603,2015-02-08,60,1
CS5802,2014-03-17,78,0
CS2170,2012-03-01,100,0
CS1388,2011-12-08,79,0
CS1679,2012-10-20,89,0
CS1727,2013-03-13,79,0
CS3705,2011-08-12,63,0
CS1340,2012-02-27,102,0
CS1984,2014-01-25,54,0
CS2209,2013-01-21,96,0
CS2270,2011-09-15,58,0
CS4778,2014-08-31,95,0
CS5762,2014-09-21,78,0
CS1729,2014-12-21,43,0
CS3602,2013-12-13,103,0
CS4185,2012-08-19,35,0
CS5860,2011-12-04,82,0
CS1532,2014-06-06,93,0
CS1235,2012-06-30,89,1
CS2226,2012-03-10,79,0
CS3657,2011-11-04,94,0
CS2104,2012-06-16,92,0
CS3874,2012-04-29,54,0
CS5983,2011-10-15,61,0
CS5017,2013-01-31,98,0
CS4983,2014-04-02,93,0
CS4903,2011-07-01,36,1
CS5988,2013-05-26,38,0
CS5770,2013-04-08,103,0
CS5813,2012-12-03,81,0
CS5549,2011-12-17,72,0
CS1765,2012-06-18,75,0
CS3123,2015-02-13,36,0
CS3284,2012-10-16,45,0
CS2742,2011-09-17,74,0
CS1449,2015-03-14,46,0
CS3740,2012-04-09,80,0
CS2338,2014-11-04,51,0
CS4599,2015-02-10,73,0
CS6031,2012-01-13,105,0
CS1924,2012-10-19,43,0
CS3368,2014-12-21,84,1
CS4670,2012-05-23,60,0
CS4794,2011-06-06,40,0
CS4230,2011-07-06,62,0
CS2274,2013-06-18,72,0
CS3733,2015-03-15,35,0
CS2655,2012-02-05,59,0
CS2521,2013-02-28,75,0
CS4090,2012-12-23,50,0
CS5393,2012-07-01,67,0
CS1544,2012-04-02,85,1
CS2377,2013-03-16,42,0
CS4772,2012-05-27,63,0
CS5315,2012-04-12,85,0
CS4239,2014-11-05,79,0
CS4611,2011-08-16,88,0
CS4152,2012-12-13,74,0
CS2991,2015-02-13,73,0
CS2481,2014-09-17,46,0
CS2582,2012-09-11,103,0
CS2815,2014-08-14,67,0
CS1397,2011-06-30,69,0
CS5609,2012-06-04,59,0
CS2579,2014-04-08,40,0
CS5914,2014-06-18,64,0
CS5332,2011-10-11,35,1
CS5884,2013-08-17,59,0
CS3799,2012-04-09,55,0
CS2003,2014-06-27,68,0
CS4168,2013-07-15,50,0
CS5249,2014-07-15,49,0
CS5997,2014-12-07,77,0
CS5067,2013-05-18,84,0
CS3509,2014-11-28,62,0
CS2709,2012-01-22,92,0
CS3615,2014-05-18,90,0
CS2630,2014-04-11,93,0
CS4615,2011-10-02,44,0
CS1579,2014-02-18,46,0
CS5525,2013-02-05,70,0
CS4712,2013-02-23,52,0
CS1297,2014-02-20,86,0
CS5390,2014-12-14,60,0
CS1816,2015-02-06,78,0
CS5764,2011-12-01,77,0
CS5561,2014-12-22,73,0
CS2971,2013-12-16,65,1
CS4374,2011-10-13,53,0
CS5126,2012-04-26,92,0
CS1202,2014-06-12,60,0
CS4478,2015-01-20,37,1
CS1692,2011-06-30,66,0
CS2758,2014-11-21,54,0
CS2736,2012-09-26,79,0
CS5706,2013-06-11,95,0
CS4298,2014-08-28,102,0
CS5448,2011-08-19,95,0
CS3702,2014-08-18,77,1
CS4697,2014-09-22,39,0
CS4667,2013-02-02,63,0
CS3979,2012-12-27,45,0
CS1400,2013-09-26,88,1
CS5690,2011-06-14,44,0
CS5082,2014-11-03,44,0
CS1382,2013-01-13,53,0
CS4789,2012-04-16,35,0
CS3647,2011-12-12,38,0
CS2437,2014-07-09,47,0
CS1710,2013-02-24,87,0
CS2843,2012-06-18,81,0
CS1193,2012-12-28,36,0
CS1869,2012-02-04,40,0
CS2332,2011-09-24,89,0
CS1419,2013-05-06,68,0
CS3896,2015-02-18,61,0
CS2135,2012-02-17,99,0
CS1462,2012-04-24,67,1
CS5094,2014-10-05,76,0
CS2142,2013-01-31,87,0
CS4805,2011-07-15,102,0
CS1161,2013-03-28,45,0
CS5397,2011-11-15,74,0
CS3093,2012-10-15,51,0
CS3316,2012-12-31,50,0
CS6004,2014-10-29,85,0
CS2652,2014-08-23,42,1
CS4104,2012-01-05,82,0
CS5007,2013-04-05,103,0
CS6030,2014-09-28,39,0
CS3920,2015-01-29,95,0
CS3711,2012-02-18,75,0
CS3092,2014-01-23,80,0
CS4860,2011-10-25,94,0
CS2202,2011-11-14,98,0
CS1284,2011-08-21,104,0
CS6056,2013-10-30,93,0
CS1148,2012-05-17,36,1
CS4158,2013-12-13,35,0
CS5881,2014-11-16,96,0
CS4677,2014-05-24,58,0
CS3136,2014-02-16,93,1
CS5745,2013-03-03,73,0
CS5639,2014-07-12,37,0
CS1867,2013-12-04,71,0
CS1807,2013-04-19,36,0
CS3475,2015-01-08,104,1
CS3228,2012-11-23,97,1
CS3224,2013-05-23,100,0
CS3349,2014-07-10,104,0
CS1831,2014-12-17,60,0
CS1810,2011-09-06,65,0
CS3142,2014-01-09,89,0
CS1830,2012-01-09,82,0
CS3888,2012-12-31,50,0
CS4726,2013-03-20,74,0
CS2552,2011-10-31,73,0
